cooRowIndexHostPtr[0]=0; cooColIndexHostPtr[0]=0; cooValHostPtr[0]=-615.6962723589505;
cooRowIndexHostPtr[252]=63; cooColIndexHostPtr[252]=63; cooValHostPtr[252]=-615.6962723589505;
cooRowIndexHostPtr[253]=63; cooColIndexHostPtr[253]=64; cooValHostPtr[253]=310.0731361794753;
cooRowIndexHostPtr[254]=63; cooColIndexHostPtr[254]=163; cooValHostPtr[254]=4.0;
cooRowIndexHostPtr[255]=64; cooColIndexHostPtr[255]=63; cooValHostPtr[255]=310.0731361794753;
cooRowIndexHostPtr[256]=64; cooColIndexHostPtr[256]=64; cooValHostPtr[256]=-615.6962723589505;
cooRowIndexHostPtr[257]=64; cooColIndexHostPtr[257]=65; cooValHostPtr[257]=310.0731361794753;
cooRowIndexHostPtr[258]=64; cooColIndexHostPtr[258]=164; cooValHostPtr[258]=4.0;
cooRowIndexHostPtr[259]=65; cooColIndexHostPtr[259]=64; cooValHostPtr[259]=310.0731361794753;
cooRowIndexHostPtr[260]=65; cooColIndexHostPtr[260]=65; cooValHostPtr[260]=-615.6962723589505;
cooRowIndexHostPtr[261]=65; cooColIndexHostPtr[261]=66; cooValHostPtr[261]=310.0731361794753;
cooRowIndexHostPtr[262]=65; cooColIndexHostPtr[262]=165; cooValHostPtr[262]=4.0;
cooRowIndexHostPtr[263]=66; cooColIndexHostPtr[263]=65; cooValHostPtr[263]=310.0731361794753;
cooRowIndexHostPtr[264]=66; cooColIndexHostPtr[264]=66; cooValHostPtr[264]=-615.6962723589505;
cooRowIndexHostPtr[265]=66; cooColIndexHostPtr[265]=67; cooValHostPtr[265]=310.0731361794753;
cooRowIndexHostPtr[266]=66; cooColIndexHostPtr[266]=166; cooValHostPtr[266]=4.0;
cooRowIndexHostPtr[267]=67; cooColIndexHostPtr[267]=66; cooValHostPtr[267]=310.0731361794753;
cooRowIndexHostPtr[268]=67; cooColIndexHostPtr[268]=67; cooValHostPtr[268]=-615.6962723589505;
cooRowIndexHostPtr[269]=67; cooColIndexHostPtr[269]=68; cooValHostPtr[269]=310.0731361794753;
cooRowIndexHostPtr[270]=67; cooColIndexHostPtr[270]=167; cooValHostPtr[270]=4.0;
cooRowIndexHostPtr[271]=68; cooColIndexHostPtr[271]=67; cooValHostPtr[271]=310.0731361794753;
cooRowIndexHostPtr[272]=68; cooColIndexHostPtr[272]=68; cooValHostPtr[272]=-615.6962723589505;
cooRowIndexHostPtr[273]=68; cooColIndexHostPtr[273]=69; cooValHostPtr[273]=310.0731361794753;
cooRowIndexHostPtr[274]=68; cooColIndexHostPtr[274]=168; cooValHostPtr[274]=4.0;
cooRowIndexHostPtr[275]=69; cooColIndexHostPtr[275]=68; cooValHostPtr[275]=310.0731361794753;
cooRowIndexHostPtr[276]=69; cooColIndexHostPtr[276]=69; cooValHostPtr[276]=-615.6962723589505;
cooRowIndexHostPtr[277]=69; cooColIndexHostPtr[277]=70; cooValHostPtr[277]=310.0731361794753;
cooRowIndexHostPtr[278]=69; cooColIndexHostPtr[278]=169; cooValHostPtr[278]=4.0;
cooRowIndexHostPtr[279]=70; cooColIndexHostPtr[279]=69; cooValHostPtr[279]=310.0731361794753;
cooRowIndexHostPtr[280]=70; cooColIndexHostPtr[280]=70; cooValHostPtr[280]=-615.6962723589505;
cooRowIndexHostPtr[281]=70; cooColIndexHostPtr[281]=71; cooValHostPtr[281]=310.0731361794753;
cooRowIndexHostPtr[282]=70; cooColIndexHostPtr[282]=170; cooValHostPtr[282]=4.0;
cooRowIndexHostPtr[283]=71; cooColIndexHostPtr[283]=70; cooValHostPtr[283]=310.0731361794753;
cooRowIndexHostPtr[284]=71; cooColIndexHostPtr[284]=71; cooValHostPtr[284]=-615.6962723589505;
cooRowIndexHostPtr[285]=71; cooColIndexHostPtr[285]=72; cooValHostPtr[285]=310.0731361794753;
cooRowIndexHostPtr[286]=71; cooColIndexHostPtr[286]=171; cooValHostPtr[286]=4.0;
cooRowIndexHostPtr[287]=72; cooColIndexHostPtr[287]=71; cooValHostPtr[287]=310.0731361794753;
cooRowIndexHostPtr[288]=72; cooColIndexHostPtr[288]=72; cooValHostPtr[288]=-615.6962723589505;
cooRowIndexHostPtr[289]=72; cooColIndexHostPtr[289]=73; cooValHostPtr[289]=310.0731361794753;
cooRowIndexHostPtr[290]=72; cooColIndexHostPtr[290]=172; cooValHostPtr[290]=4.0;
cooRowIndexHostPtr[291]=73; cooColIndexHostPtr[291]=72; cooValHostPtr[291]=310.0731361794753;
cooRowIndexHostPtr[292]=73; cooColIndexHostPtr[292]=73; cooValHostPtr[292]=-615.6962723589505;
cooRowIndexHostPtr[293]=73; cooColIndexHostPtr[293]=74; cooValHostPtr[293]=310.0731361794753;
cooRowIndexHostPtr[294]=73; cooColIndexHostPtr[294]=173; cooValHostPtr[294]=4.0;
cooRowIndexHostPtr[295]=74; cooColIndexHostPtr[295]=73; cooValHostPtr[295]=310.0731361794753;
cooRowIndexHostPtr[296]=74; cooColIndexHostPtr[296]=74; cooValHostPtr[296]=-615.6962723589505;
cooRowIndexHostPtr[297]=74; cooColIndexHostPtr[297]=75; cooValHostPtr[297]=310.0731361794753;
cooRowIndexHostPtr[298]=74; cooColIndexHostPtr[298]=174; cooValHostPtr[298]=4.0;
cooRowIndexHostPtr[299]=75; cooColIndexHostPtr[299]=74; cooValHostPtr[299]=310.0731361794753;
cooRowIndexHostPtr[300]=75; cooColIndexHostPtr[300]=75; cooValHostPtr[300]=-615.6962723589505;
cooRowIndexHostPtr[301]=75; cooColIndexHostPtr[301]=76; cooValHostPtr[301]=310.0731361794753;
cooRowIndexHostPtr[302]=75; cooColIndexHostPtr[302]=175; cooValHostPtr[302]=4.0;
cooRowIndexHostPtr[303]=76; cooColIndexHostPtr[303]=75; cooValHostPtr[303]=310.0731361794753;
cooRowIndexHostPtr[304]=76; cooColIndexHostPtr[304]=76; cooValHostPtr[304]=-615.6962723589505;
cooRowIndexHostPtr[305]=76; cooColIndexHostPtr[305]=77; cooValHostPtr[305]=310.0731361794753;
cooRowIndexHostPtr[306]=76; cooColIndexHostPtr[306]=176; cooValHostPtr[306]=4.0;
cooRowIndexHostPtr[307]=77; cooColIndexHostPtr[307]=76; cooValHostPtr[307]=310.0731361794753;
cooRowIndexHostPtr[308]=77; cooColIndexHostPtr[308]=77; cooValHostPtr[308]=-615.6962723589505;
cooRowIndexHostPtr[309]=77; cooColIndexHostPtr[309]=78; cooValHostPtr[309]=310.0731361794753;
cooRowIndexHostPtr[310]=77; cooColIndexHostPtr[310]=177; cooValHostPtr[310]=4.0;
cooRowIndexHostPtr[311]=78; cooColIndexHostPtr[311]=77; cooValHostPtr[311]=310.0731361794753;
cooRowIndexHostPtr[312]=78; cooColIndexHostPtr[312]=78; cooValHostPtr[312]=-615.6962723589505;
cooRowIndexHostPtr[313]=78; cooColIndexHostPtr[313]=79; cooValHostPtr[313]=310.0731361794753;
cooRowIndexHostPtr[314]=78; cooColIndexHostPtr[314]=178; cooValHostPtr[314]=4.0;
cooRowIndexHostPtr[315]=79; cooColIndexHostPtr[315]=78; cooValHostPtr[315]=310.0731361794753;
cooRowIndexHostPtr[316]=79; cooColIndexHostPtr[316]=79; cooValHostPtr[316]=-615.6962723589505;
cooRowIndexHostPtr[317]=79; cooColIndexHostPtr[317]=80; cooValHostPtr[317]=310.0731361794753;
cooRowIndexHostPtr[318]=79; cooColIndexHostPtr[318]=179; cooValHostPtr[318]=4.0;
cooRowIndexHostPtr[319]=80; cooColIndexHostPtr[319]=79; cooValHostPtr[319]=310.0731361794753;
cooRowIndexHostPtr[320]=80; cooColIndexHostPtr[320]=80; cooValHostPtr[320]=-615.6962723589505;
cooRowIndexHostPtr[321]=80; cooColIndexHostPtr[321]=81; cooValHostPtr[321]=310.0731361794753;
cooRowIndexHostPtr[322]=80; cooColIndexHostPtr[322]=180; cooValHostPtr[322]=4.0;
cooRowIndexHostPtr[323]=81; cooColIndexHostPtr[323]=80; cooValHostPtr[323]=310.0731361794753;
cooRowIndexHostPtr[324]=81; cooColIndexHostPtr[324]=81; cooValHostPtr[324]=-615.6962723589505;
cooRowIndexHostPtr[325]=81; cooColIndexHostPtr[325]=82; cooValHostPtr[325]=310.0731361794753;
cooRowIndexHostPtr[326]=81; cooColIndexHostPtr[326]=181; cooValHostPtr[326]=4.0;
cooRowIndexHostPtr[327]=82; cooColIndexHostPtr[327]=81; cooValHostPtr[327]=310.0731361794753;
cooRowIndexHostPtr[328]=82; cooColIndexHostPtr[328]=82; cooValHostPtr[328]=-615.6962723589505;
cooRowIndexHostPtr[329]=82; cooColIndexHostPtr[329]=83; cooValHostPtr[329]=310.0731361794753;
cooRowIndexHostPtr[330]=82; cooColIndexHostPtr[330]=182; cooValHostPtr[330]=4.0;
cooRowIndexHostPtr[331]=83; cooColIndexHostPtr[331]=82; cooValHostPtr[331]=310.0731361794753;
cooRowIndexHostPtr[332]=83; cooColIndexHostPtr[332]=83; cooValHostPtr[332]=-615.6962723589505;
cooRowIndexHostPtr[333]=83; cooColIndexHostPtr[333]=84; cooValHostPtr[333]=310.0731361794753;
cooRowIndexHostPtr[334]=83; cooColIndexHostPtr[334]=183; cooValHostPtr[334]=4.0;
cooRowIndexHostPtr[335]=84; cooColIndexHostPtr[335]=83; cooValHostPtr[335]=310.0731361794753;
cooRowIndexHostPtr[336]=84; cooColIndexHostPtr[336]=84; cooValHostPtr[336]=-615.6962723589505;
cooRowIndexHostPtr[337]=84; cooColIndexHostPtr[337]=85; cooValHostPtr[337]=310.0731361794753;
cooRowIndexHostPtr[338]=84; cooColIndexHostPtr[338]=184; cooValHostPtr[338]=4.0;
cooRowIndexHostPtr[339]=85; cooColIndexHostPtr[339]=84; cooValHostPtr[339]=310.0731361794753;
cooRowIndexHostPtr[340]=85; cooColIndexHostPtr[340]=85; cooValHostPtr[340]=-615.6962723589505;
cooRowIndexHostPtr[341]=85; cooColIndexHostPtr[341]=86; cooValHostPtr[341]=310.0731361794753;
cooRowIndexHostPtr[342]=85; cooColIndexHostPtr[342]=185; cooValHostPtr[342]=4.0;
cooRowIndexHostPtr[343]=86; cooColIndexHostPtr[343]=85; cooValHostPtr[343]=310.0731361794753;
cooRowIndexHostPtr[344]=86; cooColIndexHostPtr[344]=86; cooValHostPtr[344]=-615.6962723589505;
cooRowIndexHostPtr[345]=86; cooColIndexHostPtr[345]=87; cooValHostPtr[345]=310.0731361794753;
cooRowIndexHostPtr[346]=86; cooColIndexHostPtr[346]=186; cooValHostPtr[346]=4.0;
cooRowIndexHostPtr[347]=87; cooColIndexHostPtr[347]=86; cooValHostPtr[347]=310.0731361794753;
cooRowIndexHostPtr[348]=87; cooColIndexHostPtr[348]=87; cooValHostPtr[348]=-615.6962723589505;
cooRowIndexHostPtr[349]=87; cooColIndexHostPtr[349]=88; cooValHostPtr[349]=310.0731361794753;
cooRowIndexHostPtr[350]=87; cooColIndexHostPtr[350]=187; cooValHostPtr[350]=4.0;
cooRowIndexHostPtr[351]=88; cooColIndexHostPtr[351]=87; cooValHostPtr[351]=310.0731361794753;
cooRowIndexHostPtr[352]=88; cooColIndexHostPtr[352]=88; cooValHostPtr[352]=-615.6962723589505;
cooRowIndexHostPtr[353]=88; cooColIndexHostPtr[353]=89; cooValHostPtr[353]=310.0731361794753;
cooRowIndexHostPtr[354]=88; cooColIndexHostPtr[354]=188; cooValHostPtr[354]=4.0;
cooRowIndexHostPtr[355]=89; cooColIndexHostPtr[355]=88; cooValHostPtr[355]=310.0731361794753;
cooRowIndexHostPtr[356]=89; cooColIndexHostPtr[356]=89; cooValHostPtr[356]=-615.6962723589505;
cooRowIndexHostPtr[357]=89; cooColIndexHostPtr[357]=90; cooValHostPtr[357]=310.0731361794753;
cooRowIndexHostPtr[358]=89; cooColIndexHostPtr[358]=189; cooValHostPtr[358]=4.0;
cooRowIndexHostPtr[359]=90; cooColIndexHostPtr[359]=89; cooValHostPtr[359]=310.0731361794753;
cooRowIndexHostPtr[360]=90; cooColIndexHostPtr[360]=90; cooValHostPtr[360]=-615.6962723589505;
cooRowIndexHostPtr[361]=90; cooColIndexHostPtr[361]=91; cooValHostPtr[361]=310.0731361794753;
cooRowIndexHostPtr[362]=90; cooColIndexHostPtr[362]=190; cooValHostPtr[362]=4.0;
cooRowIndexHostPtr[363]=91; cooColIndexHostPtr[363]=90; cooValHostPtr[363]=310.0731361794753;
cooRowIndexHostPtr[364]=91; cooColIndexHostPtr[364]=91; cooValHostPtr[364]=-615.6962723589505;
cooRowIndexHostPtr[365]=91; cooColIndexHostPtr[365]=92; cooValHostPtr[365]=310.0731361794753;
cooRowIndexHostPtr[366]=91; cooColIndexHostPtr[366]=191; cooValHostPtr[366]=4.0;
cooRowIndexHostPtr[367]=92; cooColIndexHostPtr[367]=91; cooValHostPtr[367]=310.0731361794753;
cooRowIndexHostPtr[368]=92; cooColIndexHostPtr[368]=92; cooValHostPtr[368]=-615.6962723589505;
cooRowIndexHostPtr[369]=92; cooColIndexHostPtr[369]=93; cooValHostPtr[369]=310.0731361794753;
cooRowIndexHostPtr[370]=92; cooColIndexHostPtr[370]=192; cooValHostPtr[370]=4.0;
cooRowIndexHostPtr[371]=93; cooColIndexHostPtr[371]=92; cooValHostPtr[371]=310.0731361794753;
cooRowIndexHostPtr[372]=93; cooColIndexHostPtr[372]=93; cooValHostPtr[372]=-615.6962723589505;
cooRowIndexHostPtr[373]=93; cooColIndexHostPtr[373]=94; cooValHostPtr[373]=310.0731361794753;
cooRowIndexHostPtr[374]=93; cooColIndexHostPtr[374]=193; cooValHostPtr[374]=4.0;
cooRowIndexHostPtr[375]=94; cooColIndexHostPtr[375]=93; cooValHostPtr[375]=310.0731361794753;
cooRowIndexHostPtr[376]=94; cooColIndexHostPtr[376]=94; cooValHostPtr[376]=-615.6962723589505;
cooRowIndexHostPtr[377]=94; cooColIndexHostPtr[377]=95; cooValHostPtr[377]=310.0731361794753;
cooRowIndexHostPtr[378]=94; cooColIndexHostPtr[378]=194; cooValHostPtr[378]=4.0;
cooRowIndexHostPtr[379]=95; cooColIndexHostPtr[379]=94; cooValHostPtr[379]=310.0731361794753;
cooRowIndexHostPtr[380]=95; cooColIndexHostPtr[380]=95; cooValHostPtr[380]=-615.6962723589505;
cooRowIndexHostPtr[381]=95; cooColIndexHostPtr[381]=96; cooValHostPtr[381]=310.0731361794753;
cooRowIndexHostPtr[382]=95; cooColIndexHostPtr[382]=195; cooValHostPtr[382]=4.0;
cooRowIndexHostPtr[383]=96; cooColIndexHostPtr[383]=95; cooValHostPtr[383]=310.0731361794753;
cooRowIndexHostPtr[384]=96; cooColIndexHostPtr[384]=96; cooValHostPtr[384]=-615.6962723589505;
cooRowIndexHostPtr[385]=96; cooColIndexHostPtr[385]=97; cooValHostPtr[385]=310.0731361794753;
cooRowIndexHostPtr[386]=96; cooColIndexHostPtr[386]=196; cooValHostPtr[386]=4.0;
cooRowIndexHostPtr[387]=97; cooColIndexHostPtr[387]=96; cooValHostPtr[387]=310.0731361794753;
cooRowIndexHostPtr[388]=97; cooColIndexHostPtr[388]=97; cooValHostPtr[388]=-615.6962723589505;
cooRowIndexHostPtr[389]=97; cooColIndexHostPtr[389]=98; cooValHostPtr[389]=310.0731361794753;
cooRowIndexHostPtr[390]=97; cooColIndexHostPtr[390]=197; cooValHostPtr[390]=4.0;
cooRowIndexHostPtr[391]=98; cooColIndexHostPtr[391]=97; cooValHostPtr[391]=310.0731361794753;
cooRowIndexHostPtr[392]=98; cooColIndexHostPtr[392]=98; cooValHostPtr[392]=-615.6962723589505;
cooRowIndexHostPtr[393]=98; cooColIndexHostPtr[393]=99; cooValHostPtr[393]=310.0731361794753;
cooRowIndexHostPtr[394]=98; cooColIndexHostPtr[394]=198; cooValHostPtr[394]=4.0;
cooRowIndexHostPtr[395]=99; cooColIndexHostPtr[395]=98; cooValHostPtr[395]=310.0731361794753;
cooRowIndexHostPtr[396]=99; cooColIndexHostPtr[396]=99; cooValHostPtr[396]=-615.6962723589505;
cooRowIndexHostPtr[397]=99; cooColIndexHostPtr[397]=199; cooValHostPtr[397]=4.0;
cooRowIndexHostPtr[398]=100; cooColIndexHostPtr[398]=0; cooValHostPtr[398]=-5.45;
cooRowIndexHostPtr[399]=100; cooColIndexHostPtr[399]=100; cooValHostPtr[399]=-314.0731361794753;
cooRowIndexHostPtr[400]=100; cooColIndexHostPtr[400]=101; cooValHostPtr[400]=155.0365680897376;
cooRowIndexHostPtr[401]=101; cooColIndexHostPtr[401]=1; cooValHostPtr[401]=-5.45;
cooRowIndexHostPtr[402]=101; cooColIndexHostPtr[402]=100; cooValHostPtr[402]=155.0365680897376;
cooRowIndexHostPtr[403]=101; cooColIndexHostPtr[403]=101; cooValHostPtr[403]=-314.0731361794753;
cooRowIndexHostPtr[404]=101; cooColIndexHostPtr[404]=102; cooValHostPtr[404]=155.0365680897376;
cooRowIndexHostPtr[405]=102; cooColIndexHostPtr[405]=2; cooValHostPtr[405]=-5.45;
cooRowIndexHostPtr[406]=102; cooColIndexHostPtr[406]=101; cooValHostPtr[406]=155.0365680897376;
cooRowIndexHostPtr[407]=102; cooColIndexHostPtr[407]=102; cooValHostPtr[407]=-314.0731361794753;
cooRowIndexHostPtr[408]=102; cooColIndexHostPtr[408]=103; cooValHostPtr[408]=155.0365680897376;
cooRowIndexHostPtr[409]=103; cooColIndexHostPtr[409]=3; cooValHostPtr[409]=-5.45;
cooRowIndexHostPtr[410]=103; cooColIndexHostPtr[410]=102; cooValHostPtr[410]=155.0365680897376;
cooRowIndexHostPtr[411]=103; cooColIndexHostPtr[411]=103; cooValHostPtr[411]=-314.0731361794753;
cooRowIndexHostPtr[412]=103; cooColIndexHostPtr[412]=104; cooValHostPtr[412]=155.0365680897376;
cooRowIndexHostPtr[413]=104; cooColIndexHostPtr[413]=4; cooValHostPtr[413]=-5.45;
cooRowIndexHostPtr[414]=104; cooColIndexHostPtr[414]=103; cooValHostPtr[414]=155.0365680897376;
cooRowIndexHostPtr[415]=104; cooColIndexHostPtr[415]=104; cooValHostPtr[415]=-314.0731361794753;
cooRowIndexHostPtr[416]=104; cooColIndexHostPtr[416]=105; cooValHostPtr[416]=155.0365680897376;
cooRowIndexHostPtr[417]=105; cooColIndexHostPtr[417]=5; cooValHostPtr[417]=-5.45;
cooRowIndexHostPtr[418]=105; cooColIndexHostPtr[418]=104; cooValHostPtr[418]=155.0365680897376;
cooRowIndexHostPtr[419]=105; cooColIndexHostPtr[419]=105; cooValHostPtr[419]=-314.0731361794753;
cooRowIndexHostPtr[420]=105; cooColIndexHostPtr[420]=106; cooValHostPtr[420]=155.0365680897376;
cooRowIndexHostPtr[421]=106; cooColIndexHostPtr[421]=6; cooValHostPtr[421]=-5.45;
cooRowIndexHostPtr[422]=106; cooColIndexHostPtr[422]=105; cooValHostPtr[422]=155.0365680897376;
cooRowIndexHostPtr[423]=106; cooColIndexHostPtr[423]=106; cooValHostPtr[423]=-314.0731361794753;
cooRowIndexHostPtr[424]=106; cooColIndexHostPtr[424]=107; cooValHostPtr[424]=155.0365680897376;
cooRowIndexHostPtr[425]=107; cooColIndexHostPtr[425]=7; cooValHostPtr[425]=-5.45;
cooRowIndexHostPtr[426]=107; cooColIndexHostPtr[426]=106; cooValHostPtr[426]=155.0365680897376;
cooRowIndexHostPtr[427]=107; cooColIndexHostPtr[427]=107; cooValHostPtr[427]=-314.0731361794753;
cooRowIndexHostPtr[428]=107; cooColIndexHostPtr[428]=108; cooValHostPtr[428]=155.0365680897376;
cooRowIndexHostPtr[429]=108; cooColIndexHostPtr[429]=8; cooValHostPtr[429]=-5.45;
cooRowIndexHostPtr[430]=108; cooColIndexHostPtr[430]=107; cooValHostPtr[430]=155.0365680897376;
cooRowIndexHostPtr[431]=108; cooColIndexHostPtr[431]=108; cooValHostPtr[431]=-314.0731361794753;
cooRowIndexHostPtr[432]=108; cooColIndexHostPtr[432]=109; cooValHostPtr[432]=155.0365680897376;
cooRowIndexHostPtr[433]=109; cooColIndexHostPtr[433]=9; cooValHostPtr[433]=-5.45;
cooRowIndexHostPtr[434]=109; cooColIndexHostPtr[434]=108; cooValHostPtr[434]=155.0365680897376;
cooRowIndexHostPtr[435]=109; cooColIndexHostPtr[435]=109; cooValHostPtr[435]=-314.0731361794753;
cooRowIndexHostPtr[436]=109; cooColIndexHostPtr[436]=110; cooValHostPtr[436]=155.0365680897376;
cooRowIndexHostPtr[437]=110; cooColIndexHostPtr[437]=10; cooValHostPtr[437]=-5.45;
cooRowIndexHostPtr[438]=110; cooColIndexHostPtr[438]=109; cooValHostPtr[438]=155.0365680897376;
cooRowIndexHostPtr[439]=110; cooColIndexHostPtr[439]=110; cooValHostPtr[439]=-314.0731361794753;
cooRowIndexHostPtr[440]=110; cooColIndexHostPtr[440]=111; cooValHostPtr[440]=155.0365680897376;
cooRowIndexHostPtr[441]=111; cooColIndexHostPtr[441]=11; cooValHostPtr[441]=-5.45;
cooRowIndexHostPtr[442]=111; cooColIndexHostPtr[442]=110; cooValHostPtr[442]=155.0365680897376;
cooRowIndexHostPtr[443]=111; cooColIndexHostPtr[443]=111; cooValHostPtr[443]=-314.0731361794753;
cooRowIndexHostPtr[444]=111; cooColIndexHostPtr[444]=112; cooValHostPtr[444]=155.0365680897376;
cooRowIndexHostPtr[445]=112; cooColIndexHostPtr[445]=12; cooValHostPtr[445]=-5.45;
cooRowIndexHostPtr[446]=112; cooColIndexHostPtr[446]=111; cooValHostPtr[446]=155.0365680897376;
cooRowIndexHostPtr[447]=112; cooColIndexHostPtr[447]=112; cooValHostPtr[447]=-314.0731361794753;
cooRowIndexHostPtr[448]=112; cooColIndexHostPtr[448]=113; cooValHostPtr[448]=155.0365680897376;
cooRowIndexHostPtr[449]=113; cooColIndexHostPtr[449]=13; cooValHostPtr[449]=-5.45;
cooRowIndexHostPtr[450]=113; cooColIndexHostPtr[450]=112; cooValHostPtr[450]=155.0365680897376;
cooRowIndexHostPtr[451]=113; cooColIndexHostPtr[451]=113; cooValHostPtr[451]=-314.0731361794753;
cooRowIndexHostPtr[452]=113; cooColIndexHostPtr[452]=114; cooValHostPtr[452]=155.0365680897376;
cooRowIndexHostPtr[453]=114; cooColIndexHostPtr[453]=14; cooValHostPtr[453]=-5.45;
cooRowIndexHostPtr[454]=114; cooColIndexHostPtr[454]=113; cooValHostPtr[454]=155.0365680897376;
cooRowIndexHostPtr[455]=114; cooColIndexHostPtr[455]=114; cooValHostPtr[455]=-314.0731361794753;
cooRowIndexHostPtr[456]=114; cooColIndexHostPtr[456]=115; cooValHostPtr[456]=155.0365680897376;
cooRowIndexHostPtr[457]=115; cooColIndexHostPtr[457]=15; cooValHostPtr[457]=-5.45;
cooRowIndexHostPtr[458]=115; cooColIndexHostPtr[458]=114; cooValHostPtr[458]=155.0365680897376;
cooRowIndexHostPtr[459]=115; cooColIndexHostPtr[459]=115; cooValHostPtr[459]=-314.0731361794753;
cooRowIndexHostPtr[460]=115; cooColIndexHostPtr[460]=116; cooValHostPtr[460]=155.0365680897376;
cooRowIndexHostPtr[461]=116; cooColIndexHostPtr[461]=16; cooValHostPtr[461]=-5.45;
cooRowIndexHostPtr[462]=116; cooColIndexHostPtr[462]=115; cooValHostPtr[462]=155.0365680897376;
cooRowIndexHostPtr[463]=116; cooColIndexHostPtr[463]=116; cooValHostPtr[463]=-314.0731361794753;
cooRowIndexHostPtr[464]=116; cooColIndexHostPtr[464]=117; cooValHostPtr[464]=155.0365680897376;
cooRowIndexHostPtr[465]=117; cooColIndexHostPtr[465]=17; cooValHostPtr[465]=-5.45;
cooRowIndexHostPtr[466]=117; cooColIndexHostPtr[466]=116; cooValHostPtr[466]=155.0365680897376;
cooRowIndexHostPtr[467]=117; cooColIndexHostPtr[467]=117; cooValHostPtr[467]=-314.0731361794753;
cooRowIndexHostPtr[468]=117; cooColIndexHostPtr[468]=118; cooValHostPtr[468]=155.0365680897376;
cooRowIndexHostPtr[469]=118; cooColIndexHostPtr[469]=18; cooValHostPtr[469]=-5.45;
cooRowIndexHostPtr[470]=118; cooColIndexHostPtr[470]=117; cooValHostPtr[470]=155.0365680897376;
cooRowIndexHostPtr[471]=118; cooColIndexHostPtr[471]=118; cooValHostPtr[471]=-314.0731361794753;
cooRowIndexHostPtr[472]=118; cooColIndexHostPtr[472]=119; cooValHostPtr[472]=155.0365680897376;
cooRowIndexHostPtr[473]=119; cooColIndexHostPtr[473]=19; cooValHostPtr[473]=-5.45;
cooRowIndexHostPtr[474]=119; cooColIndexHostPtr[474]=118; cooValHostPtr[474]=155.0365680897376;
cooRowIndexHostPtr[475]=119; cooColIndexHostPtr[475]=119; cooValHostPtr[475]=-314.0731361794753;
cooRowIndexHostPtr[476]=119; cooColIndexHostPtr[476]=120; cooValHostPtr[476]=155.0365680897376;
cooRowIndexHostPtr[477]=120; cooColIndexHostPtr[477]=20; cooValHostPtr[477]=-5.45;
cooRowIndexHostPtr[478]=120; cooColIndexHostPtr[478]=119; cooValHostPtr[478]=155.0365680897376;
cooRowIndexHostPtr[479]=120; cooColIndexHostPtr[479]=120; cooValHostPtr[479]=-314.0731361794753;
cooRowIndexHostPtr[480]=120; cooColIndexHostPtr[480]=121; cooValHostPtr[480]=155.0365680897376;
cooRowIndexHostPtr[481]=121; cooColIndexHostPtr[481]=21; cooValHostPtr[481]=-5.45;
cooRowIndexHostPtr[482]=121; cooColIndexHostPtr[482]=120; cooValHostPtr[482]=155.0365680897376;
cooRowIndexHostPtr[483]=121; cooColIndexHostPtr[483]=121; cooValHostPtr[483]=-314.0731361794753;
cooRowIndexHostPtr[484]=121; cooColIndexHostPtr[484]=122; cooValHostPtr[484]=155.0365680897376;
cooRowIndexHostPtr[485]=122; cooColIndexHostPtr[485]=22; cooValHostPtr[485]=-5.45;
cooRowIndexHostPtr[486]=122; cooColIndexHostPtr[486]=121; cooValHostPtr[486]=155.0365680897376;
cooRowIndexHostPtr[487]=122; cooColIndexHostPtr[487]=122; cooValHostPtr[487]=-314.0731361794753;
cooRowIndexHostPtr[488]=122; cooColIndexHostPtr[488]=123; cooValHostPtr[488]=155.0365680897376;
cooRowIndexHostPtr[489]=123; cooColIndexHostPtr[489]=23; cooValHostPtr[489]=-5.45;
cooRowIndexHostPtr[490]=123; cooColIndexHostPtr[490]=122; cooValHostPtr[490]=155.0365680897376;
cooRowIndexHostPtr[491]=123; cooColIndexHostPtr[491]=123; cooValHostPtr[491]=-314.0731361794753;
cooRowIndexHostPtr[492]=123; cooColIndexHostPtr[492]=124; cooValHostPtr[492]=155.0365680897376;
cooRowIndexHostPtr[493]=124; cooColIndexHostPtr[493]=24; cooValHostPtr[493]=-5.45;
cooRowIndexHostPtr[494]=124; cooColIndexHostPtr[494]=123; cooValHostPtr[494]=155.0365680897376;
cooRowIndexHostPtr[495]=124; cooColIndexHostPtr[495]=124; cooValHostPtr[495]=-314.0731361794753;
cooRowIndexHostPtr[496]=124; cooColIndexHostPtr[496]=125; cooValHostPtr[496]=155.0365680897376;
cooRowIndexHostPtr[497]=125; cooColIndexHostPtr[497]=25; cooValHostPtr[497]=-5.45;
cooRowIndexHostPtr[498]=125; cooColIndexHostPtr[498]=124; cooValHostPtr[498]=155.0365680897376;
cooRowIndexHostPtr[499]=125; cooColIndexHostPtr[499]=125; cooValHostPtr[499]=-314.0731361794753;
cooRowIndexHostPtr[500]=125; cooColIndexHostPtr[500]=126; cooValHostPtr[500]=155.0365680897376;
cooRowIndexHostPtr[501]=126; cooColIndexHostPtr[501]=26; cooValHostPtr[501]=-5.45;
cooRowIndexHostPtr[502]=126; cooColIndexHostPtr[502]=125; cooValHostPtr[502]=155.0365680897376;
